"INFORMATION TYPE","DATE","PERIOD","USEP ($/MWh)","LCP ($/MWh)","DEMAND (MW)","TCL (MW)"
"USEP","12 Apr 2022","31","259.21","0.00","7044.244","0.000"
"USEP","12 Apr 2022","32","491.68","0.00","7127.134","0.000"
"USEP","12 Apr 2022","33","491.74","0.00","7115.315","0.000"
"USEP","12 Apr 2022","34","288.87","0.00","7016.283","0.000"
"USEP","12 Apr 2022","35","196.22","0.00","6942.335","0.000"
"USEP","12 Apr 2022","36","196.23","0.00","6902.878","0.000"
"USEP","12 Apr 2022","37","196.31","0.00","6863.093","0.000"
"USEP","12 Apr 2022","38","224.49","0.00","6863.411","0.000"
"USEP","12 Apr 2022","39","309.24","0.00","6893.832","0.000"
"USEP","12 Apr 2022","40","389.36","0.00","6899.712","0.000"
"USEP","12 Apr 2022","41","389.16","0.00","6855.916","0.000"
"USEP","12 Apr 2022","42","239.26","0.00","6795.700","0.000"
"USEP","12 Apr 2022","43","239.26","0.00","6746.109","0.000"
"USEP","12 Apr 2022","44","229.63","0.00","6627.490","0.000"
"USEP","12 Apr 2022","45","217.85","0.00","6493.558","0.000"
"USEP","12 Apr 2022","46","239.39","0.00","6352.907","0.000"
"USEP","12 Apr 2022","47","212.19","0.00","6219.200","0.000"
"USEP","12 Apr 2022","48","182.11","0.00","6080.134","0.000"
"USEP","13 Apr 2022","1","223.18","0.00","5945.720","0.000"
"USEP","13 Apr 2022","2","201.37","0.00","5823.463","0.000"
"USEP","13 Apr 2022","3","222.85","0.00","5754.649","0.000"
"USEP","13 Apr 2022","4","208.30","0.00","5683.747","0.000"
"USEP","13 Apr 2022","5","193.03","0.00","5625.871","0.000"
"USEP","13 Apr 2022","6","181.94","0.00","5575.416","0.000"
"USEP","13 Apr 2022","7","181.64","0.00","5553.364","0.000"
"USEP","13 Apr 2022","8","181.66","0.00","5551.734","0.000"
"USEP","13 Apr 2022","9","181.64","0.00","5545.874","0.000"
"USEP","13 Apr 2022","10","188.58","0.00","5601.861","0.000"
"USEP","13 Apr 2022","11","208.27","0.00","5675.815","0.000"
"USEP","13 Apr 2022","12","241.59","0.00","5836.251","0.000"
"USEP","13 Apr 2022","13","205.90","0.00","5993.383","0.000"
"USEP","13 Apr 2022","14","228.80","0.00","6150.648","0.000"
"USEP","13 Apr 2022","15","223.19","0.00","6295.161","0.000"
"USEP","13 Apr 2022","16","338.05","0.00","6521.122","0.000"
"USEP","13 Apr 2022","17","464.84","0.00","6706.528","0.000"
"USEP","13 Apr 2022","18","582.28","0.00","6819.392","0.000"
"USEP","13 Apr 2022","19","582.21","0.00","6846.861","0.000"
"USEP","13 Apr 2022","20","582.28","527.82","6878.450","5.000"
"USEP","13 Apr 2022","21","582.19","11.34","6914.840","5.000"
"USEP","13 Apr 2022","22","350.02","4500.00","6857.347","5.000"
"USEP","13 Apr 2022","23","440.62","0.00","6910.442","0.000"
"USEP","13 Apr 2022","24","449.25","0.00","6933.781","0.000"
"USEP","13 Apr 2022","25","554.09","0.00","6936.957","0.000"
"USEP","13 Apr 2022","26","449.07","0.00","6914.786","0.000"
"USEP","13 Apr 2022","27","449.29","0.00","6961.007","0.000"
"USEP","13 Apr 2022","28","775.78","0.00","7059.810","0.000"
"USEP","13 Apr 2022","29","1967.81","0.00","7131.533","0.000"
"USEP","13 Apr 2022","30","976.44","0.00","7110.847","0.000"
"USEP","13 Apr 2022","31","1402.61","4500.00","7109.456","5.000"
"USEP","13 Apr 2022","32","846.29","2226.55","7048.051","5.000"
"USEP","13 Apr 2022","33","554.13","0.00","6992.516","5.000"
"USEP","13 Apr 2022","34","811.30","4500.00","7039.592","5.000"
"USEP","13 Apr 2022","35","976.51","4500.00","7095.420","5.000"
"USEP","13 Apr 2022","36","708.51","0.00","6993.580","0.000"
"USEP","13 Apr 2022","37","590.28","0.00","6934.885","0.000"
"USEP","13 Apr 2022","38","976.54","0.00","6983.243","0.000"
"USEP","13 Apr 2022","39","1230.20","0.00","7000.419","0.000"
"USEP","13 Apr 2022","40","1402.67","0.00","6973.044","0.000"
"USEP","13 Apr 2022","41","1013.63","0.00","6919.721","0.000"
"USEP","13 Apr 2022","42","809.67","0.00","6871.442","0.000"
"USEP","13 Apr 2022","43","690.53","0.00","6789.318","0.000"
"USEP","13 Apr 2022","44","708.14","0.00","6661.689","0.000"
"USEP","13 Apr 2022","45","390.54","0.00","6513.394","0.000"
"USEP","13 Apr 2022","46","498.60","0.00","6371.719","0.000"
"USEP","13 Apr 2022","47","309.80","0.00","6229.970","0.000"
"USEP","13 Apr 2022","48","273.29","0.00","6056.740","0.000"
"USEP","14 Apr 2022","1","186.39","0.00","5879.003","0.000"
"USEP","14 Apr 2022","2","186.15","0.00","5764.435","0.000"
"USEP","14 Apr 2022","3","187.18","0.00","5742.139","0.000"
"USEP","14 Apr 2022","4","187.18","0.00","5672.917","0.000"
"USEP","14 Apr 2022","5","186.41","0.00","5622.317","0.000"
"USEP","14 Apr 2022","6","186.26","0.00","5573.129","0.000"
"USEP","14 Apr 2022","7","177.28","0.00","5499.345","0.000"
"USEP","14 Apr 2022","8","167.24","0.00","5444.685","0.000"
"USEP","14 Apr 2022","9","156.01","0.00","5438.924","0.000"
"USEP","14 Apr 2022","10","168.24","0.00","5466.622","0.000"
"USEP","14 Apr 2022","11","186.07","0.00","5565.943","0.000"
"USEP","14 Apr 2022","12","222.88","0.00","5730.067","0.000"
"USEP","14 Apr 2022","13","188.64","0.00","5902.700","0.000"
"USEP","14 Apr 2022","14","188.65","0.00","6050.786","0.000"
"USEP","14 Apr 2022","15","186.41","0.00","6201.606","0.000"
"USEP","14 Apr 2022","16","191.10","0.00","6422.522","0.000"
"USEP","14 Apr 2022","17","207.99","0.00","6623.405","0.000"
"USEP","14 Apr 2022","18","223.10","0.00","6755.955","0.000"
"USEP","14 Apr 2022","19","260.75","0.00","6835.922","0.000"
"USEP","14 Apr 2022","20","388.96","0.00","6911.202","0.000"
"USEP","14 Apr 2022","21","749.75","0.00","6980.937","0.000"
"USEP","14 Apr 2022","22","644.60","0.00","6973.944","0.000"
"USEP","14 Apr 2022","23","642.59","0.00","6966.852","0.000"
"USEP","14 Apr 2022","24","708.45","0.00","6972.691","0.000"
"USEP","14 Apr 2022","25","708.43","0.00","6974.237","0.000"
"USEP","14 Apr 2022","26","750.02","0.00","6990.225","0.000"
"USEP","14 Apr 2022","27","814.94","0.00","7005.394","5.000"
"USEP","14 Apr 2022","28","749.64","109.25","6997.844","5.000"
"USEP","14 Apr 2022","29","489.87","4500.00","6982.740","5.000"
"USEP","14 Apr 2022","30","489.42","252.18","6978.367","5.000"
"USEP","14 Apr 2022","31","564.45","4500.00","7009.380","5.000"
"USEP","14 Apr 2022","32","641.86","4500.00","7034.140","5.000"
"USEP","14 Apr 2022","33","733.54","0.00","7054.701","0.000"
"USEP","14 Apr 2022","34","740.43","0.00","7064.681","0.000"
"USEP","14 Apr 2022","35","708.48","0.00","7056.893","0.000"
"USEP","14 Apr 2022","36","651.45","0.00","6990.568","0.000"
"USEP","14 Apr 2022","37","487.52","0.00","6913.643","0.000"
"USEP","14 Apr 2022","38","534.29","0.00","6915.755","0.000"
"USEP","14 Apr 2022","39","534.29","0.00","6927.787","0.000"
"USEP","14 Apr 2022","40","709.57","0.00","6932.027","0.000"
"USEP","14 Apr 2022","41","434.67","0.00","6891.173","0.000"
"USEP","14 Apr 2022","42","385.05","0.00","6844.008","0.000"
"USEP","14 Apr 2022","43","333.06","0.00","6755.801","0.000"
"USEP","14 Apr 2022","44","299.73","0.00","6619.573","0.000"
"USEP","14 Apr 2022","45","229.28","0.00","6502.380","0.000"
"USEP","14 Apr 2022","46","253.10","0.00","6389.601","0.000"
"USEP","14 Apr 2022","47","252.87","0.00","6261.405","0.000"
"USEP","14 Apr 2022","48","507.50","0.00","6150.131","0.000"
"USEP","15 Apr 2022","1","974.81","0.00","6070.090","0.000"
"USEP","15 Apr 2022","2","708.20","0.00","5975.476","0.000"
"USEP","15 Apr 2022","3","507.06","0.00","5857.503","0.000"
"USEP","15 Apr 2022","4","405.65","0.00","5763.053","0.000"
"USEP","15 Apr 2022","5","361.01","0.00","5689.750","0.000"
"USEP","15 Apr 2022","6","289.38","0.00","5643.624","0.000"
"USEP","15 Apr 2022","7","278.54","0.00","5606.756","0.000"
"USEP","15 Apr 2022","8","252.81","0.00","5581.812","0.000"
"USEP","15 Apr 2022","9","252.77","0.00","5560.560","0.000"
"USEP","15 Apr 2022","10","252.83","0.00","5569.705","0.000"
"USEP","15 Apr 2022","11","278.52","0.00","5594.202","0.000"
"USEP","15 Apr 2022","12","316.87","0.00","5672.813","0.000"
"USEP","15 Apr 2022","13","361.44","0.00","5738.094","0.000"
"USEP","15 Apr 2022","14","246.04","0.00","5796.670","0.000"
"USEP","15 Apr 2022","15","186.44","0.00","5818.488","0.000"
"USEP","15 Apr 2022","16","186.46","0.00","5892.954","0.000"
"USEP","15 Apr 2022","17","186.35","0.00","5981.812","0.000"
"USEP","15 Apr 2022","18","186.39","0.00","6063.708","0.000"
"USEP","15 Apr 2022","19","186.44","0.00","6120.719","0.000"
"USEP","15 Apr 2022","20","186.38","0.00","6137.458","0.000"
"USEP","15 Apr 2022","21","186.26","0.00","6161.160","0.000"
"USEP","15 Apr 2022","22","186.41","0.00","6188.843","0.000"
"USEP","15 Apr 2022","23","186.49","0.00","6235.039","0.000"
"USEP","15 Apr 2022","24","171.71","0.00","6163.098","0.000"
"USEP","15 Apr 2022","25","156.29","0.00","6098.816","0.000"
"USEP","15 Apr 2022","26","154.79","0.00","6053.465","0.000"
"USEP","15 Apr 2022","27","160.93","0.00","6115.222","0.000"
"USEP","15 Apr 2022","28","186.54","0.00","6193.867","0.000"
"USEP","15 Apr 2022","29","193.26","0.00","6233.588","0.000"
"USEP","15 Apr 2022","30","193.24","0.00","6227.544","0.000"
"USEP","15 Apr 2022","31","186.47","0.00","6187.511","0.000"
"USEP","15 Apr 2022","32","186.48","0.00","6186.770","0.000"
"USEP","15 Apr 2022","33","186.47","0.00","6184.842","0.000"
"USEP","15 Apr 2022","34","186.49","0.00","6217.336","0.000"
"USEP","15 Apr 2022","35","370.83","0.00","6279.173","0.000"
"USEP","15 Apr 2022","36","374.99","0.00","6310.841","0.000"
"USEP","15 Apr 2022","37","406.11","0.00","6361.610","0.000"
"USEP","15 Apr 2022","38","406.30","0.00","6424.630","0.000"
"USEP","15 Apr 2022","39","441.33","0.00","6494.418","0.000"
"USEP","15 Apr 2022","40","592.26","0.00","6536.703","0.000"
"USEP","15 Apr 2022","41","491.78","0.00","6525.829","0.000"
"USEP","15 Apr 2022","42","456.52","0.00","6519.775","0.000"
"USEP","15 Apr 2022","43","440.14","0.00","6485.746","0.000"
"USEP","15 Apr 2022","44","406.38","0.00","6396.604","0.000"
"USEP","15 Apr 2022","45","405.22","0.00","6274.451","0.000"
"USEP","15 Apr 2022","46","406.36","0.00","6155.628","0.000"
"USEP","15 Apr 2022","47","406.20","0.00","6068.787","0.000"
"USEP","15 Apr 2022","48","406.13","0.00","6025.017","0.000"
"USEP","16 Apr 2022","1","825.50","0.00","5986.693","0.000"
"USEP","16 Apr 2022","2","430.42","0.00","5883.610","0.000"
"USEP","16 Apr 2022","3","238.98","0.00","5712.294","0.000"
"USEP","16 Apr 2022","4","228.49","0.00","5660.532","0.000"
"USEP","16 Apr 2022","5","227.30","0.00","5607.293","0.000"
"USEP","16 Apr 2022","6","222.50","0.00","5555.262","0.000"
"USEP","16 Apr 2022","7","197.54","0.00","5512.813","0.000"
"USEP","16 Apr 2022","8","195.99","0.00","5496.388","0.000"
"USEP","16 Apr 2022","9","196.16","0.00","5498.112","0.000"
"USEP","16 Apr 2022","10","196.37","0.00","5504.946","0.000"
"USEP","16 Apr 2022","11","198.34","0.00","5546.555","0.000"
"USEP","16 Apr 2022","12","226.87","0.00","5623.823","0.000"
"USEP","16 Apr 2022","13","226.91","0.00","5704.591","0.000"
"USEP","16 Apr 2022","14","208.97","0.00","5759.037","0.000"
"USEP","16 Apr 2022","15","175.05","0.00","5791.963","0.000"
"USEP","16 Apr 2022","16","177.43","0.00","5897.303","0.000"
"USEP","16 Apr 2022","17","177.94","0.00","6064.777","0.000"
"USEP","16 Apr 2022","18","186.46","0.00","6195.294","0.000"
"USEP","16 Apr 2022","19","186.47","0.00","6274.690","0.000"
"USEP","16 Apr 2022","20","208.56","0.00","6347.480","0.000"
"USEP","16 Apr 2022","21","238.79","0.00","6397.836","0.000"
"USEP","16 Apr 2022","22","275.66","0.00","6422.935","0.000"
"USEP","16 Apr 2022","23","276.06","0.00","6416.643","0.000"
"USEP","16 Apr 2022","24","208.54","0.00","6326.432","0.000"
"USEP","16 Apr 2022","25","186.52","0.00","6265.003","0.000"
"USEP","16 Apr 2022","26","186.33","0.00","6238.737","0.000"
"USEP","16 Apr 2022","27","186.55","0.00","6264.546","0.000"
"USEP","16 Apr 2022","28","186.56","0.00","6269.541","0.000"
"USEP","16 Apr 2022","29","208.97","0.00","6307.039","0.000"
"USEP","16 Apr 2022","30","254.21","0.00","6343.489","0.000"
"USEP","16 Apr 2022","31","278.90","0.00","6383.190","0.000"
"USEP","16 Apr 2022","32","334.68","0.00","6403.527","0.000"
"USEP","16 Apr 2022","33","406.01","0.00","6386.877","0.000"
"USEP","16 Apr 2022","34","264.07","0.00","6341.049","0.000"
"USEP","16 Apr 2022","35","208.98","0.00","6309.380","0.000"
"USEP","16 Apr 2022","36","209.09","0.00","6311.592","0.000"
"USEP","16 Apr 2022","37","278.20","0.00","6360.303","0.000"
"USEP","16 Apr 2022","38","406.37","0.00","6423.412","0.000"
"USEP","16 Apr 2022","39","797.02","0.00","6507.107","0.000"
"USEP","16 Apr 2022","40","917.44","0.00","6528.612","0.000"
"USEP","16 Apr 2022","41","911.54","0.00","6521.545","0.000"
"USEP","16 Apr 2022","42","822.33","0.00","6509.045","0.000"
"USEP","16 Apr 2022","43","689.39","0.00","6485.249","0.000"
"USEP","16 Apr 2022","44","468.32","0.00","6412.885","0.000"
"USEP","16 Apr 2022","45","488.93","0.00","6304.887","0.000"
"USEP","16 Apr 2022","46","908.69","0.00","6214.881","0.000"
"USEP","16 Apr 2022","47","689.41","0.00","6117.384","0.000"
"USEP","16 Apr 2022","48","707.56","0.00","6056.079","0.000"
"USEP","17 Apr 2022","1","821.65","0.00","5967.663","0.000"
"USEP","17 Apr 2022","2","405.93","0.00","5870.301","0.000"
"USEP","17 Apr 2022","3","405.92","0.00","5744.386","0.000"
"USEP","17 Apr 2022","4","222.61","0.00","5682.171","0.000"
"USEP","17 Apr 2022","5","186.47","0.00","5615.926","0.000"
"USEP","17 Apr 2022","6","186.45","0.00","5575.893","0.000"
"USEP","17 Apr 2022","7","186.43","0.00","5533.066","0.000"
"USEP","17 Apr 2022","8","194.35","0.00","5521.486","0.000"
"USEP","17 Apr 2022","9","186.44","0.00","5504.568","0.000"
"USEP","17 Apr 2022","10","194.39","0.00","5508.395","0.000"
"USEP","17 Apr 2022","11","186.43","0.00","5521.079","0.000"
"USEP","17 Apr 2022","12","189.93","0.00","5591.807","0.000"
"USEP","17 Apr 2022","13","184.19","0.00","5658.310","0.000"
"USEP","17 Apr 2022","14","180.37","0.00","5704.158","0.000"
"USEP","17 Apr 2022","15","145.74","0.00","5702.429","0.000"
"USEP","17 Apr 2022","16","146.32","0.00","5783.693","0.000"
"USEP","17 Apr 2022","17","146.23","0.00","5853.000","0.000"
"USEP","17 Apr 2022","18","156.11","0.00","5929.200","0.000"
"USEP","17 Apr 2022","19","177.21","0.00","5974.621","0.000"
"USEP","17 Apr 2022","20","186.41","0.00","5999.620","0.000"
"USEP","17 Apr 2022","21","186.46","0.00","6019.505","0.000"
"USEP","17 Apr 2022","22","186.40","0.00","6076.506","0.000"
"USEP","17 Apr 2022","23","211.20","0.00","6177.949","0.000"
"USEP","17 Apr 2022","24","205.19","0.00","6161.622","0.000"
"USEP","17 Apr 2022","25","198.35","0.00","6126.946","0.000"
"USEP","17 Apr 2022","26","186.51","0.00","6108.383","0.000"
"USEP","17 Apr 2022","27","205.01","0.00","6156.016","0.000"
"USEP","17 Apr 2022","28","229.94","0.00","6206.829","0.000"
"USEP","17 Apr 2022","29","254.83","0.00","6256.624","0.000"
"USEP","17 Apr 2022","30","255.26","0.00","6276.762","0.000"
"USEP","17 Apr 2022","31","253.77","0.00","6262.702","0.000"
"USEP","17 Apr 2022","32","254.74","0.00","6286.220","0.000"
"USEP","17 Apr 2022","33","255.59","0.00","6319.077","0.000"
"USEP","17 Apr 2022","34","316.81","0.00","6342.227","0.000"
"USEP","17 Apr 2022","35","313.17","0.00","6373.309","0.000"
"USEP","17 Apr 2022","36","316.81","0.00","6397.429","0.000"
"USEP","17 Apr 2022","37","406.36","0.00","6447.467","0.000"
"USEP","17 Apr 2022","38","406.36","0.00","6487.913","0.000"
"USEP","17 Apr 2022","39","480.52","0.00","6533.025","0.000"
"USEP","17 Apr 2022","40","538.09","0.00","6557.840","0.000"
"USEP","17 Apr 2022","41","517.98","0.00","6567.865","0.000"
"USEP","17 Apr 2022","42","406.18","0.00","6548.745","0.000"
"USEP","17 Apr 2022","43","406.18","0.00","6513.235","0.000"
"USEP","17 Apr 2022","44","253.63","0.00","6407.205","0.000"
"USEP","17 Apr 2022","45","252.18","0.00","6298.242","0.000"
"USEP","17 Apr 2022","46","196.47","0.00","6160.012","0.000"
"USEP","17 Apr 2022","47","192.11","0.00","6036.100","0.000"
"USEP","17 Apr 2022","48","172.27","0.00","5848.711","0.000"
"USEP","18 Apr 2022","1","157.08","0.00","5690.406","0.000"
"USEP","18 Apr 2022","2","162.09","0.00","5594.585","0.000"
"USEP","18 Apr 2022","3","172.11","0.00","5581.499","0.000"
"USEP","18 Apr 2022","4","162.02","0.00","5490.593","0.000"
"USEP","18 Apr 2022","5","161.99","0.00","5440.758","0.000"
"USEP","18 Apr 2022","6","156.04","0.00","5392.539","0.000"
"USEP","18 Apr 2022","7","157.78","0.00","5374.732","0.000"
"USEP","18 Apr 2022","8","156.03","0.00","5338.913","0.000"
"USEP","18 Apr 2022","9","155.66","0.00","5333.913","0.000"
"USEP","18 Apr 2022","10","147.27","0.00","5348.416","0.000"
"USEP","18 Apr 2022","11","162.01","0.00","5447.378","0.000"
"USEP","18 Apr 2022","12","186.29","0.00","5623.679","0.000"
"USEP","18 Apr 2022","13","186.33","0.00","5813.334","0.000"
"USEP","18 Apr 2022","14","186.16","0.00","5995.321","0.000"
"USEP","18 Apr 2022","15","186.36","0.00","6206.879","0.000"
"USEP","18 Apr 2022","16","216.21","0.00","6433.009","0.000"
"USEP","18 Apr 2022","17","253.85","0.00","6667.031","0.000"
"USEP","18 Apr 2022","18","376.06","0.00","6759.478","0.000"
"USEP","18 Apr 2022","19","403.78","0.00","6844.515","0.000"
"USEP","18 Apr 2022","20","1009.50","0.00","6928.563","0.000"
"USEP","18 Apr 2022","21","1123.89","4500.00","6940.823","5.000"
"USEP","18 Apr 2022","22","537.24","4500.00","6948.020","5.000"
"USEP","18 Apr 2022","23","269.92","416.55","6871.681","5.000"
"USEP","18 Apr 2022","24","253.81","128.81","6841.945","5.000"
"USEP","18 Apr 2022","25","253.69","0.00","6808.487","0.000"
"USEP","18 Apr 2022","26","249.81","0.00","6779.224","0.000"
"USEP","18 Apr 2022","27","253.69","0.00","6819.178","0.000"
"USEP","18 Apr 2022","28","311.05","0.00","6873.927","0.000"
"USEP","18 Apr 2022","29","708.38","0.00","6896.884","0.000"
"USEP","18 Apr 2022","30","794.47","0.00","6926.928","0.000"
"USEP","18 Apr 2022","31","2003.78","0.00","6966.061","0.000"
"USEP","18 Apr 2022","32","2115.27","0.00","7009.768","0.000"
"USEP","18 Apr 2022","33","2510.25","0.00","7040.109","0.000"
"USEP","18 Apr 2022","34","2510.46","0.00","7088.880","0.000"
"USEP","18 Apr 2022","35","2669.06","0.00","7109.168","0.000"
"USEP","18 Apr 2022","36","2521.22","0.00","7056.118","0.000"
"USEP","18 Apr 2022","37","2506.26","0.00","7014.688","0.000"
"USEP","18 Apr 2022","38","2002.92","0.00","6980.618","0.000"
"USEP","18 Apr 2022","39","1546.82","0.00","6898.991","0.000"
"USEP","18 Apr 2022","40","1498.45","0.00","6871.676","0.000"
"USEP","18 Apr 2022","41","811.11","0.00","6804.631","0.000"
"USEP","18 Apr 2022","42","709.65","0.00","6760.512","0.000"
"USEP","18 Apr 2022","43","406.61","0.00","6661.539","0.000"
"USEP","18 Apr 2022","44","268.74","0.00","6518.036","0.000"
"USEP","18 Apr 2022","45","197.71","0.00","6354.384","0.000"
"USEP","18 Apr 2022","46","194.31","0.00","6219.279","0.000"
"USEP","18 Apr 2022","47","192.84","0.00","6071.670","0.000"
"USEP","18 Apr 2022","48","177.40","0.00","5931.397","0.000"
