"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jan 2009","1","62.63","3699.698"
"USEP","01 Jan 2009","2","62.58","3609.303"
"USEP","01 Jan 2009","3","62.54","3502.434"
"USEP","01 Jan 2009","4","62.61","3507.896"
"USEP","01 Jan 2009","5","62.54","3485.158"
"USEP","01 Jan 2009","6","61.63","3485.252"
"USEP","01 Jan 2009","7","65.58","3450.736"
"USEP","01 Jan 2009","8","65.37","3405.603"
"USEP","01 Jan 2009","9","61.69","3368.184"
"USEP","01 Jan 2009","10","58.55","3350.863"
"USEP","01 Jan 2009","11","58.40","3360.848"
"USEP","01 Jan 2009","12","60.14","3375.932"
"USEP","01 Jan 2009","13","60.16","3395.390"
"USEP","01 Jan 2009","14","60.16","3374.839"
"USEP","01 Jan 2009","15","58.44","3364.660"
"USEP","01 Jan 2009","16","60.16","3426.929"
"USEP","01 Jan 2009","17","58.45","3525.301"
"USEP","01 Jan 2009","18","62.56","3617.926"
"USEP","01 Jan 2009","19","63.74","3698.157"
"USEP","01 Jan 2009","20","64.65","3769.149"
"USEP","01 Jan 2009","21","64.55","3834.231"
"USEP","01 Jan 2009","22","64.61","3879.373"
"USEP","01 Jan 2009","23","66.58","3883.404"
"USEP","01 Jan 2009","24","64.60","3869.871"
"USEP","01 Jan 2009","25","64.59","3865.089"
"USEP","01 Jan 2009","26","64.59","3874.135"
"USEP","01 Jan 2009","27","64.59","3883.687"
"USEP","01 Jan 2009","28","64.59","3883.260"
"USEP","01 Jan 2009","29","59.55","3862.768"
"USEP","01 Jan 2009","30","59.53","3845.761"
"USEP","01 Jan 2009","31","59.47","3840.165"
"USEP","01 Jan 2009","32","59.46","3826.960"
"USEP","01 Jan 2009","33","59.46","3814.420"
"USEP","01 Jan 2009","34","59.46","3810.270"
"USEP","01 Jan 2009","35","59.49","3815.956"
"USEP","01 Jan 2009","36","59.55","3854.225"
"USEP","01 Jan 2009","37","61.52","3910.312"
"USEP","01 Jan 2009","38","201.17","4008.250"
"USEP","01 Jan 2009","39","145.74","4073.501"
"USEP","01 Jan 2009","40","76.85","4070.997"
"USEP","01 Jan 2009","41","67.53","4088.536"
"USEP","01 Jan 2009","42","67.53","4099.425"
"USEP","01 Jan 2009","43","67.52","4088.496"
"USEP","01 Jan 2009","44","64.50","4029.522"
"USEP","01 Jan 2009","45","61.66","3947.706"
