"PRICE TYPE","DATE","PERIOD","PRICE ($/MWh)","DEMAND (MW)"
"USEP","01 Jun 2008","1","181.63","4186.728"
"USEP","01 Jun 2008","2","174.28","4098.163"
"USEP","01 Jun 2008","3","165.47","3977.416"
"USEP","01 Jun 2008","4","163.45","3930.992"
"USEP","01 Jun 2008","5","163.40","3874.244"
"USEP","01 Jun 2008","6","160.32","3825.797"
"USEP","01 Jun 2008","7","160.15","3792.095"
"USEP","01 Jun 2008","8","158.90","3769.820"
"USEP","01 Jun 2008","9","158.90","3752.236"
"USEP","01 Jun 2008","10","158.83","3729.592"
"USEP","01 Jun 2008","11","158.83","3737.440"
"USEP","01 Jun 2008","12","158.83","3727.803"
"USEP","01 Jun 2008","13","158.89","3762.027"
"USEP","01 Jun 2008","14","160.14","3783.765"
"USEP","01 Jun 2008","15","160.16","3789.854"
"USEP","01 Jun 2008","16","163.41","3848.887"
"USEP","01 Jun 2008","17","165.60","3970.086"
"USEP","01 Jun 2008","18","175.37","4087.293"
"USEP","01 Jun 2008","19","178.33","4178.373"
"USEP","01 Jun 2008","20","187.29","4261.681"
"USEP","01 Jun 2008","21","170.66","4325.794"
"USEP","01 Jun 2008","22","171.25","4371.915"
"USEP","01 Jun 2008","23","170.98","4394.683"
"USEP","01 Jun 2008","24","167.18","4375.175"
"USEP","01 Jun 2008","25","165.52","4362.582"
"USEP","01 Jun 2008","26","165.40","4379.350"
"USEP","01 Jun 2008","27","165.54","4398.872"
"USEP","01 Jun 2008","28","164.40","4398.957"
"USEP","01 Jun 2008","29","164.90","4402.446"
"USEP","01 Jun 2008","30","164.44","4364.132"
"USEP","01 Jun 2008","31","163.51","4336.787"
"USEP","01 Jun 2008","32","164.73","4322.175"
"USEP","01 Jun 2008","33","165.51","4285.412"
"USEP","01 Jun 2008","34","165.46","4278.862"
"USEP","01 Jun 2008","35","165.48","4270.159"
"USEP","01 Jun 2008","36","165.51","4275.154"
"USEP","01 Jun 2008","37","166.10","4314.248"
"USEP","01 Jun 2008","38","182.21","4451.659"
"USEP","01 Jun 2008","39","191.75","4518.635"
"USEP","01 Jun 2008","40","191.70","4542.500"
"USEP","01 Jun 2008","41","192.95","4568.071"
"USEP","01 Jun 2008","42","194.99","4573.687"
"USEP","01 Jun 2008","43","191.71","4567.182"
"USEP","01 Jun 2008","44","191.70","4522.447"
"USEP","01 Jun 2008","45","184.54","4453.513"
"USEP","01 Jun 2008","46","174.70","4390.756"
"USEP","01 Jun 2008","47","165.98","4325.719"
"USEP","01 Jun 2008","48","186.01","4214.376"
"USEP","02 Jun 2008","1","188.52","4122.550"
"USEP","02 Jun 2008","2","178.16","4034.238"
"USEP","02 Jun 2008","3","165.59","3904.179"
"USEP","02 Jun 2008","4","165.58","3866.675"
"USEP","02 Jun 2008","5","165.57","3842.252"
"USEP","02 Jun 2008","6","165.44","3793.825"
"USEP","02 Jun 2008","7","165.43","3763.756"
"USEP","02 Jun 2008","8","165.41","3748.359"
"USEP","02 Jun 2008","9","165.34","3745.322"
"USEP","02 Jun 2008","10","165.41","3767.797"
"USEP","02 Jun 2008","11","165.47","3806.051"
"USEP","02 Jun 2008","12","167.48","3899.641"
"USEP","02 Jun 2008","13","171.24","4044.636"
"USEP","02 Jun 2008","14","181.36","4207.115"
"USEP","02 Jun 2008","15","185.51","4392.347"
"USEP","02 Jun 2008","16","167.61","4703.081"
"USEP","02 Jun 2008","17","192.91","5024.426"
"USEP","02 Jun 2008","18","190.05","5240.651"
"USEP","02 Jun 2008","19","198.18","5389.876"
"USEP","02 Jun 2008","20","201.82","5489.559"
"USEP","02 Jun 2008","21","203.59","5551.038"
"USEP","02 Jun 2008","22","293.09","5594.804"
"USEP","02 Jun 2008","23","293.12","5619.509"
"USEP","02 Jun 2008","24","200.90","5592.701"
"USEP","02 Jun 2008","25","196.82","5529.756"
"USEP","02 Jun 2008","26","197.31","5547.266"
"USEP","02 Jun 2008","27","199.60","5605.872"
"USEP","02 Jun 2008","28","199.89","5620.434"
"USEP","02 Jun 2008","29","198.88","5604.997"
"USEP","02 Jun 2008","30","197.35","5575.182"
"USEP","02 Jun 2008","31","196.79","5536.789"
"USEP","02 Jun 2008","32","196.86","5544.154"
"USEP","02 Jun 2008","33","197.33","5556.515"
"USEP","02 Jun 2008","34","196.79","5529.547"
"USEP","02 Jun 2008","35","182.39","5438.139"
"USEP","02 Jun 2008","36","176.29","5304.610"
"USEP","02 Jun 2008","37","176.23","5195.529"
"USEP","02 Jun 2008","38","173.37","5166.847"
"USEP","02 Jun 2008","39","174.11","5175.445"
"USEP","02 Jun 2008","40","173.53","5164.322"
"USEP","02 Jun 2008","41","174.00","5126.177"
"USEP","02 Jun 2008","42","189.45","5083.157"
"USEP","02 Jun 2008","43","181.35","4996.053"
"USEP","02 Jun 2008","44","208.46","4876.007"
"USEP","02 Jun 2008","45","179.31","4720.153"
"USEP","02 Jun 2008","46","187.59","4633.312"
"USEP","02 Jun 2008","47","186.32","4536.984"
"USEP","02 Jun 2008","48","171.38","4444.268"
"USEP","03 Jun 2008","1","218.17","4361.031"
"USEP","03 Jun 2008","2","192.80","4246.353"
"USEP","03 Jun 2008","3","187.67","4126.328"
"USEP","03 Jun 2008","4","186.39","4070.127"
"USEP","03 Jun 2008","5","187.60","4016.779"
"USEP","03 Jun 2008","6","183.09","3974.156"
"USEP","03 Jun 2008","7","176.77","3958.680"
"USEP","03 Jun 2008","8","171.20","3927.562"
"USEP","03 Jun 2008","9","165.58","3910.555"
"USEP","03 Jun 2008","10","165.46","3933.333"
"USEP","03 Jun 2008","11","165.59","3964.658"
"USEP","03 Jun 2008","12","167.54","4047.006"
"USEP","03 Jun 2008","13","171.25","4142.793"
"USEP","03 Jun 2008","14","171.59","4262.908"
"USEP","03 Jun 2008","15","177.14","4428.538"
"USEP","03 Jun 2008","16","165.65","4713.185"
"USEP","03 Jun 2008","17","175.78","5035.375"
"USEP","03 Jun 2008","18","181.25","5282.051"
"USEP","03 Jun 2008","19","191.57","5421.907"
"USEP","03 Jun 2008","20","194.63","5474.291"
"USEP","03 Jun 2008","21","196.32","5535.929"
"USEP","03 Jun 2008","22","196.84","5581.002"
"USEP","03 Jun 2008","23","190.80","5503.390"
